,Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
645,1995-05-04 00:00:00,FBD HOLDINGS PLC,Financials,Insurance,Ireland,Europe,MAIN MARKET ,Yes,290.73
646,1952-03-21 00:00:00,F&C INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,4561.84
647,2014-06-20 00:00:00,FDM GROUP (HOLDINGS) PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,1006.75
648,2002-03-28 00:00:00,FD TECHNOLOGIES PUBLIC LIMITED COMPANY,Technology,Technology,United Kingdom,Europe,AIM ,No,547.53
649,2006-01-31 00:00:00,FEDERAL BANK LIMITED (THE),Financials,Banks,India,Asia,PROFESSIONAL SECURITIES MARKET ,Yes,-
650,2003-12-31 00:00:00,FEEDBACK PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,13.73
651,2010-11-23 00:00:00,FERGUSON PLC,Industrials,Industrial Goods and Services,Jersey,Europe,MAIN MARKET ,No,21744.38
652,2007-06-20 00:00:00,FERREXPO PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,871.75
653,2019-03-28 00:00:00,FERRO-ALLOY RESOURCES LIMITED,Basic Materials,Basic Resources,Guernsey,Europe,MAIN MARKET ,No,53.82
654,2014-11-07 00:00:00,FEVERTREE DRINKS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,1249.55
655,1996-06-13 00:00:00,FIDELITY ASIAN VALUES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,331.72
656,2010-04-19 00:00:00,FIDELITY CHINA SPECIAL SITUATIONS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1311.85
657,1989-07-06 00:00:00,FIDELITY EMERGING MARKETS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,562.09
658,1991-11-06 00:00:00,FIDELITY EUROPEAN TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1222.77
659,1994-03-15 00:00:00,FIDELITY JAPAN TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,212.92
660,1994-11-17 00:00:00,FIDELITY SPECIAL VALUES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,894.51
661,2003-01-13 00:00:00,FIH GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,29.42
662,2003-12-12 00:00:00,FIINU PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,47.06
663,1994-10-24 00:00:00,FILTRONIC PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,33.83
664,2022-04-08 00:00:00,FINANCIALS ACQUISITION CORP,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,152.96
665,2018-12-05 00:00:00,FINNCAP GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,28.03
666,2007-02-23 00:00:00,FINSBURY FOOD GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,93.88
667,1953-03-25 00:00:00,FINSBURY GROWTH & INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1863.07
668,2018-04-04 00:00:00,FINTEL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,210.63
669,2014-04-30 00:00:00,FIREANGEL SAFETY TECHNOLOGY GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,23.09
670,2021-11-12 00:00:00,FIRERING STRATEGIC MINERALS PLC,Basic Materials,Basic Resources,Cyprus,Europe,AIM ,Yes,5.86
671,2022-07-29 00:00:00,FIRST CLASS METALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,-
672,1995-06-16 00:00:00,FIRSTGROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,1001.47
673,2000-12-22 00:00:00,FIRST PROPERTY GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,29.94
674,2022-04-08 00:00:00,FIRST TIN PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,35.85
675,1996-12-31 00:00:00,FISHER (JAMES) & SONS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,151.94
676,1999-08-12 00:00:00,FISHGUARD & ROSSLARE RAILWAYS & HARBOURS COMPANY,,,United Kingdom,Europe,MAIN MARKET ,No,-
677,2000-03-30 00:00:00,FISKE PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,8.16
678,2021-03-05 00:00:00,FIX PRICE GROUP PLC,Consumer Discretionary,Retail ,Cyprus,Europe,MAIN MARKET ,Yes,-
679,2008-10-14 00:00:00,FLETCHER KING PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,4.51
680,2014-05-21 00:00:00,FLOWTECH FLUIDPOWER PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,76.87
681,2000-12-07 00:00:00,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,Travel and Leisure,Ireland,Europe,MAIN MARKET ,Yes,14466.53
682,2014-12-11 00:00:00,FOCUSRITE PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,646.74
683,2015-04-29 00:00:00,FONDUL PROPRIETATEA S.A.,Financials,Financial Services ,Romania,Europe,MAIN MARKET ,Yes,-
684,2020-10-12 00:00:00,FONIX MOBILE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,171.5
685,1998-03-16 00:00:00,FORESIGHT ENTERPRISE VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,125.74
686,2021-02-04 00:00:00,FORESIGHT GROUP HOLDINGS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,459.33
687,2013-10-29 00:00:00,FORESIGHT SOLAR FUND LIMITED,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,747.81
688,2010-11-02 00:00:00,FORESIGHT SOLAR & TECHNOLOGY VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,27.56
689,2021-11-19 00:00:00,FORESIGHT SUSTAINABLE FORESTRY COMPANY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,186.68
690,1997-11-17 00:00:00,FORESIGHT VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,176.71
691,2016-04-21 00:00:00,FORTERRA PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,644.8
692,2021-07-19 00:00:00,FORWARD PARTNERS GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,60.58
693,2012-08-31 00:00:00,FOX MARBLE HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,4.53
694,2013-09-25 00:00:00,FOXTONS GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,139.18
695,2016-09-05 00:00:00,FRAGRANT PROSPERITY HOLDINGS LIMITED,Financials,Financial Services ,British Virgin Islands,North America,MAIN MARKET ,Yes,0.61
696,2016-08-05 00:00:00,FRANCHISE BRANDS PLC,Utilities,Utilities,United Kingdom,Europe,AIM ,No,192.41
697,2007-03-02 00:00:00,FRASERS GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,4280.59
698,2004-07-28 00:00:00,FRENKEL TOPPING GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,78.42
699,2008-05-14 00:00:00,FRESNILLO PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,5433.85
700,2013-07-15 00:00:00,FRONTIER DEVELOPMENTS PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,611.06
701,2011-01-31 00:00:00,FRONTIER IP GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,36.3
702,2020-03-06 00:00:00,FRP ADVISORY GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,349.76
703,2009-12-24 00:00:00,FULCRUM UTILITY SERVICES LD,Utilities,Utilities,Cayman Islands,North America,AIM ,Yes,20.56
704,1996-08-27 00:00:00,"FULLER, SMITH & TURNER PLC",Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,254.41
705,2018-09-28 00:00:00,FUNDING CIRCLE HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,133.44
706,2014-06-25 00:00:00,FUNDSMITH EMERGING EQUITIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,304.94
707,2017-12-18 00:00:00,FUSION ANTIBODIES PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,17.43
708,2003-07-22 00:00:00,FUTURA MEDICAL PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,85.9
709,2021-10-21 00:00:00,FUTURE METALS NL,Basic Materials,Basic Resources,Australia,Pacific,AIM ,Yes,27.01
710,1999-06-25 00:00:00,FUTURE PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,2209.23
711,2006-08-17 00:00:00,G3 EXPLORATION LIMITED,Energy,Energy,Cayman Islands,North America,MAIN MARKET ,Yes,43.86
712,2017-07-19 00:00:00,GABELLI MERGER PLUS+ TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,-
713,1999-11-15 00:00:00,GAIL (INDIA) LD,Energy,Energy,India,Asia,PROFESSIONAL SECURITIES MARKET ,Yes,-
714,2006-03-31 00:00:00,GALANTAS GOLD CORPORATION,Basic Materials,Basic Resources,Canada,North America,AIM ,Yes,24.43
715,2011-09-28 00:00:00,GALILEO RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,10.27
716,2020-01-03 00:00:00,GALLIFORD TRY HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,189.01
717,2015-01-06 00:00:00,GAMA AVIATION PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,36.46
718,1994-10-06 00:00:00,GAMES WORKSHOP GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,2543.47
719,2013-08-01 00:00:00,GAMING REALMS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,73.73
720,2014-10-10 00:00:00,GAMMA COMMUNICATIONS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,1071.17
721,2015-06-08 00:00:00,GATELEY (HOLDINGS) PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,241.02
722,2006-10-27 00:00:00,GATTACA PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,21.8
723,2010-08-27 00:00:00,GB GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,1274.93
724,2004-04-19 00:00:00,GCM RESOURCES PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,6.45
725,2015-10-23 00:00:00,GCP ASSET BACKED INCOME FUND LIMITED,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,404.65
726,2010-07-22 00:00:00,GCP INFRASTRUCTURE INVESTMENTS LIMITED,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,1008
727,2015-06-03 00:00:00,GEAR4MUSIC (HOLDINGS) PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,37.23
728,2006-07-10 00:00:00,GEIGER COUNTER LIMITED,Financials,Financial Services ,Jersey,Europe,ADMISSION TO TRADING ONLY ,No,55.41
729,2021-11-30 00:00:00,GELION PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,90.53
730,2007-02-19 00:00:00,GEM DIAMONDS LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,MAIN MARKET ,Yes,61.34
731,2020-02-14 00:00:00,GEMFIELDS GROUP LIMITED,Basic Materials,Basic Resources,Guernsey,Europe,AIM ,No,165.67
732,2007-04-04 00:00:00,GENEDRIVE PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,16.89
733,2011-06-22 00:00:00,GENEL ENERGY PLC,Energy,Energy,Jersey,Europe,MAIN MARKET ,No,403.73
734,1990-07-06 00:00:00,GENERAL ACCIDENT PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,-
735,1952-10-01 00:00:00,GENERAL ELECTRIC COMPANY,Industrials,Industrial Goods and Services,United States,North America,MAIN MARKET ,Yes,94920.1
736,2022-01-17 00:00:00,GENFLOW BIOSCIENCES PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,8.41
737,2021-07-22 00:00:00,GENINCODE PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,16.05
738,2021-11-05 00:00:00,GENSOURCE POTASH CORPORATION,Basic Materials,Basic Resources,Canada,North America,AIM ,Yes,93.37
739,2014-04-16 00:00:00,GENUIT GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,1056.48
740,2007-11-12 00:00:00,GENUS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,1866.66
741,2018-05-29 00:00:00,GEORGIA CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,285.94
742,2017-08-04 00:00:00,GETBUSY PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,28.51
743,2005-09-23 00:00:00,GETECH GROUP PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,15.31
744,2014-12-22 00:00:00,GFINITY PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,11.51
745,1988-05-10 00:00:00,GLANBIA PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,MAIN MARKET ,Yes,2589.89
746,2021-05-11 00:00:00,GLANTUS HOLDINGS PLC,Industrials,Industrial Goods and Services,Ireland,Europe,AIM ,Yes,13.43
747,2011-05-24 00:00:00,GLENCORE PLC,Basic Materials,Basic Resources,Jersey,Europe,MAIN MARKET ,No,60486.46
748,2017-10-10 00:00:00,GLENVEAGH PROPERTIES PLC,Consumer Discretionary,Consumer Products and Services,Ireland,Europe,MAIN MARKET ,Yes,613.48
749,2009-06-25 00:00:00,GLOBALDATA PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,1123.89
750,2014-07-02 00:00:00,GLOBAL INVACOM GROUP LIMITED,Telecommunications,Telecommunications,Singapore,Asia,AIM ,Yes,19.02
751,2003-12-15 00:00:00,GLOBAL OPPORTUNITIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,81.82
752,2005-03-07 00:00:00,GLOBAL PETROLEUM LIMITED,Energy,Energy,Australia,Pacific,AIM ,Yes,3.17
753,2017-05-12 00:00:00,GLOBAL PORTS HOLDING PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,54.97
754,2011-06-29 00:00:00,GLOBAL PORTS INVESTMENTS PLC,Industrials,Industrial Goods and Services,Cyprus,Europe,MAIN MARKET ,Yes,-
755,2008-05-08 00:00:00,GLOBALTRANS INVESTMENT PLC,Industrials,Industrial Goods and Services,Cyprus,Europe,MAIN MARKET ,Yes,-
756,2013-07-25 00:00:00,GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED,Real Estate,Real Estate ,Guernsey,Europe,AIM ,No,963.63
757,1994-05-09 00:00:00,GO-AHEAD GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,639.89
758,2009-06-16 00:00:00,GOLDEN PROSPECT PRECIOUS METALS LIMITED,Financials,Financial Services ,Guernsey,Europe,ADMISSION TO TRADING ONLY ,No,30.99
759,2016-10-31 00:00:00,GOLDEN ROCK GLOBAL PLC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,3.26
760,2006-07-26 00:00:00,GOLDPLAT PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,13.34
761,2004-03-25 00:00:00,GOLDSTONE RESOURCES LIMITED,Basic Materials,Basic Resources,Jersey,Europe,AIM ,No,26.59
762,1997-12-12 00:00:00,GOOCH & HOUSEGO PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,217.86
763,2012-07-30 00:00:00,GOOD ENERGY GROUP PLC,Utilities,Utilities,United Kingdom,Europe,AIM ,No,41.29
764,1958-08-18 00:00:00,GOODWIN PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,185.7
765,2018-05-25 00:00:00,GORE STREET ENERGY STORAGE FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,584.42
766,2004-08-11 00:00:00,GRAFENIA PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,6.3
767,1974-09-06 00:00:00,GRAFTON GROUP PLC,Industrials,Industrial Goods and Services,Ireland,Europe,MAIN MARKET ,Yes,1962.61
768,2022-01-06 00:00:00,GRAFT POLYMER (UK) PLC,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET ,No,16.76
769,1984-02-21 00:00:00,GRAINGER PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,2195.76
770,2017-05-22 00:00:00,GRAND FORTUNE HIGH GRADE LIMITED,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,4.8
771,2017-01-10 00:00:00,GRAND VISION MEDIA HOLDINGS PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,0.82
772,2018-10-10 00:00:00,GRAN TIERRA ENERGY INC.,Energy,Energy,United States,North America,MAIN MARKET ,Yes,350.04
773,2018-03-05 00:00:00,GRC INTERNATIONAL GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,27.5
774,2010-05-28 00:00:00,GREAT EASTERN ENERGY CORPORATION LIMITED,Energy,Energy,India,Asia,MAIN MARKET ,Yes,-
775,2006-07-03 00:00:00,GREATLAND GOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,516.96
776,1959-05-01 00:00:00,GREAT PORTLAND ESTATES PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,1572.71
777,2021-12-20 00:00:00,GREAT SOUTHERN COPPER PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,6.59
778,2011-08-18 00:00:00,GREAT WESTERN MINING CORPORATION PLC,Basic Materials,Basic Resources,Ireland,Europe,AIM ,Yes,5.1
779,2017-07-25 00:00:00,GREENCOAT RENEWABLES PLC,Utilities,Utilities,Ireland,Europe,AIM ,Yes,1152.28
780,2013-03-27 00:00:00,GREENCOAT UK WIND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,3568.72
781,1991-04-17 00:00:00,GREENCORE GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,MAIN MARKET ,Yes,529.29
782,2021-09-28 00:00:00,GREENROC MINING PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,5.84
783,2015-09-03 00:00:00,GREENX METALS LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,33.31
784,1984-04-27 00:00:00,GREGGS PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,2081.74
785,2018-11-13 00:00:00,GRESHAM HOUSE ENERGY STORAGE FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,866.06
786,1950-07-14 00:00:00,GRESHAM HOUSE PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,331.84
787,2011-01-10 00:00:00,GRESHAM HOUSE RENEWABLE ENERGY VCT 1 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,24.4
788,2011-01-10 00:00:00,GRESHAM HOUSE RENEWABLE ENERGY VCT 2 PLC ,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,24.73
789,1995-02-27 00:00:00,GRESHAM TECHNOLOGIES PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,121.71
790,1997-06-30 00:00:00,GRIFFIN MINING LIMITED,Basic Materials,Basic Resources,Bermuda,North America,AIM ,Yes,150.82
791,2014-03-07 00:00:00,GRIT INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.56
792,2018-07-31 00:00:00,GRIT REAL ESTATE INCOME GROUP LIMITED,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,167.34
793,2012-08-13 00:00:00,GROUND RENTS INCOME FUND PLC,Real Estate,Real Estate ,United Kingdom,Europe,ADMISSION TO TRADING ONLY ,No,54.53
794,2007-10-25 00:00:00,GRUPO CLARIN S.A.,Consumer Discretionary,Media,Argentina,Latin America,MAIN MARKET ,Yes,-
795,2022-05-13 00:00:00,GS CHAIN PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,27.5
796,1972-05-22 00:00:00,GSK PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,70267.57
797,2018-11-22 00:00:00,GSTECHNOLOGIES LTD,Technology,Technology,British Virgin Islands,North America,MAIN MARKET ,Yes,18.2
798,2021-07-01 00:00:00,GUARANTY TRUST HOLDING COMPANY PLC,Financials,Banks,Nigeria,Africa,MAIN MARKET ,Yes,-
799,2020-10-02 00:00:00,GUILD ESPORTS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,10.5
800,2007-07-31 00:00:00,GULF INVESTMENT FUND PLC,Financials,Financial Services ,Isle of Man,Europe,MAIN MARKET ,No,75.8
801,2004-09-08 00:00:00,GULF KEYSTONE PETROLEUM LTD,Energy,Energy,Bermuda,North America,MAIN MARKET ,Yes,511.43
802,2014-03-19 00:00:00,GULF MARINE SERVICES PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,54.38
803,2006-03-23 00:00:00,GUNSYND PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,2.25
804,2008-05-07 00:00:00,GUSBOURNE PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,39.19
805,2017-07-05 00:00:00,GYG PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,14.68
806,2022-07-18 00:00:00,HALEON PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,26946.49
807,2004-06-08 00:00:00,HALFORDS GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,376.78
808,1972-01-18 00:00:00,HALMA PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,8728.05
809,2022-03-01 00:00:00,HAMAK GOLD LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,MAIN MARKET ,Yes,1.86
810,2021-11-25 00:00:00,HAMBRO PERKS ACQUISITION COMPANY LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,149.77
811,1945-05-31 00:00:00,HAMMERSON PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,1151.14
812,2006-11-10 00:00:00,HANATOUR SERVICE INC.,Consumer Discretionary,Travel and Leisure,South Korea,Asia,MAIN MARKET ,Yes,-
813,2019-08-29 00:00:00,HANSA INVESTMENT COMPANY LIMITED,Financials,Financial Services ,Bermuda,North America,MAIN MARKET ,Yes,218.4
814,2006-12-18 00:00:00,HANSARD GLOBAL PLC,Financials,Insurance,Isle of Man,Europe,MAIN MARKET ,No,49.25
815,1973-02-20 00:00:00,HARBOUR ENERGY PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,3299.08
816,2010-05-12 00:00:00,HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,1924.69
817,2005-04-04 00:00:00,HARDIDE PLC,Basic Materials,Chemicals,United Kingdom,Europe,AIM ,No,11.73
818,2004-10-29 00:00:00,HARGREAVE HALE AIM VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,167.44
819,2007-05-18 00:00:00,HARGREAVES LANSDOWN PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,4023.17
820,2005-11-30 00:00:00,HARGREAVES SERVICES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,170.44
821,2008-01-17 00:00:00,HARLAND & WOLFF GROUP HOLDINGS PLC,Utilities,Utilities,United Kingdom,Europe,AIM ,No,19.95
822,2021-11-09 00:00:00,HARMONY ENERGY INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,-
823,2015-09-07 00:00:00,HARVEST MINERALS LIMITED,Basic Materials,Chemicals,Australia,Pacific,AIM ,Yes,21.85
